level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	3866	532	-1	
2	1	1	0	0	0	38	18	3796	374	-1	
3	1	1	1	0	0	38	18	3796	374	-1	
4	1	1	1	1	0	38	18	3796	374	-1	
5	1	1	1	1	1	38	18	3796	374	95	  
2	1	2	0	0	0	0	175	3848	256	-1	
3	1	2	1	0	0	17	186	3832	245	-1	
4	1	2	1	1	0	3600	186	248	112	-1	
5	1	2	1	1	1	3600	186	248	112	5	Gisson
4	1	2	1	2	0	0	175	1405	256	-1	
5	1	2	1	2	1	0	175	109	128	96	38
5	1	2	1	2	2	145	225	459	133	96	Telegram
5	1	2	1	2	3	640	270	91	95	90	in
5	1	2	1	2	4	769	296	181	89	61	{WO
5	1	2	1	2	5	986	323	419	108	79	sections.
