level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	3866	802	-1	
2	1	1	0	0	0	29	25	1629	114	-1	
3	1	1	1	0	0	29	25	1629	114	-1	
4	1	1	1	1	0	29	25	1629	114	-1	
5	1	1	1	1	1	29	29	35	83	89	I
5	1	1	1	1	2	99	25	447	89	96	welcome
5	1	1	1	1	3	582	25	174	89	96	this
5	1	1	1	1	4	796	25	580	114	93	opportunity
5	1	1	1	1	5	1418	27	240	110	90	[etc.
5	1	1	1	1	6	1613	21	42	123	54	|
2	1	2	0	0	0	3053	293	752	103	-1	
3	1	2	1	0	0	3053	293	789	103	-1	
4	1	2	1	1	0	3053	293	752	103	-1	
5	1	2	1	1	1	3053	295	209	100	0	Rava
5	1	2	1	1	2	3319	294	213	102	58	Auze.
5	1	2	1	1	3	3556	293	249	102	40	SANCHEZ
2	1	3	0	0	0	26	643	720	134	-1	
3	1	3	1	0	0	26	643	720	134	-1	
4	1	3	1	1	0	26	643	720	134	-1	
5	1	3	1	1	1	26	643	93	75	49	©!
5	1	3	1	1	2	149	667	189	85	96	Not
5	1	3	1	1	3	370	663	376	114	96	printed.
