level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2852	184	-1	
2	1	1	0	0	0	0	42	2827	142	-1	
3	1	1	1	0	0	0	42	2827	142	-1	
4	1	1	1	1	0	0	42	2827	142	-1	
5	1	1	1	1	1	0	42	105	142	49	é2
5	1	1	1	1	2	143	67	261	103	92	Ante,
5	1	1	1	1	3	440	90	85	85	92	p.
5	1	1	1	1	4	572	58	176	90	86	836
5	1	1	1	1	5	791	78	141	83	37	[Peg.
5	1	1	1	1	6	970	74	137	67	96	836
5	1	1	1	1	7	1134	68	306	70	96	includes
5	1	1	1	1	8	1457	68	319	84	96	portions
5	1	1	1	1	9	1805	59	88	87	96	of
5	1	1	1	1	10	1897	62	170	62	96	Doc.
5	1	1	1	1	11	2107	56	131	65	96	692
5	1	1	1	1	12	2267	51	142	69	96	and
5	1	1	1	1	13	2402	42	206	123	96	Doc.
5	1	1	1	1	14	2607	42	216	123	74	693).
