level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1706	668	-1	
2	1	1	0	0	0	19	50	1671	589	-1	
3	1	1	1	0	0	19	50	722	128	-1	
4	1	1	1	1	0	19	50	722	128	-1	
5	1	1	1	1	1	19	50	93	76	96	10
5	1	1	1	1	2	145	74	187	84	96	Not
5	1	1	1	1	3	365	54	376	124	96	printed.
3	1	1	2	0	0	24	213	1666	426	-1	
4	1	1	2	1	0	24	213	760	126	-1	
5	1	1	2	1	1	24	213	131	75	83	11a
5	1	1	2	1	2	188	234	187	85	96	Not
5	1	1	2	1	3	408	214	376	125	96	printed.
4	1	1	2	2	0	29	368	760	127	-1	
5	1	1	2	2	1	29	368	131	76	73	1a
5	1	1	2	2	2	193	390	187	85	95	Not
5	1	1	2	2	3	413	370	376	125	96	printed.
4	1	1	2	3	0	34	507	1656	132	-1	
5	1	1	2	3	1	34	530	93	77	96	12
5	1	1	2	3	2	160	554	188	84	96	Not
5	1	1	2	3	3	381	535	287	96	96	found
5	1	1	2	3	4	704	538	92	83	96	in
5	1	1	2	3	5	830	528	589	111	95	Department
5	1	1	2	3	6	1453	507	237	90	96	files.
