level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2382	184	-1	
2	1	1	0	0	0	26	34	2331	130	-1	
3	1	1	1	0	0	26	34	2331	130	-1	
4	1	1	1	1	0	26	34	2331	130	-1	
5	1	1	1	1	1	26	36	94	75	93	37
5	1	1	1	1	2	157	57	171	87	95	See
5	1	1	1	1	3	360	56	395	108	92	Foreign
5	1	1	1	1	4	790	48	499	103	95	Relations,
5	1	1	1	1	5	1342	45	259	103	92	1927,
5	1	1	1	1	6	1639	40	182	89	22	vol._.,
5	1	1	1	1	7	1896	38	326	113	22	ppt
5	1	1	1	1	8	2258	34	99	89	90	ff.
2	1	2	0	0	0	1614	131	296	15	-1	
3	1	2	1	0	0	1614	131	296	15	-1	
4	1	2	1	1	0	1614	131	296	15	-1	
5	1	2	1	1	1	1614	131	296	15	95	 
2	1	3	0	0	0	1301	134	270	15	-1	
3	1	3	1	0	0	1301	134	270	15	-1	
4	1	3	1	1	0	1301	134	270	15	-1	
5	1	3	1	1	1	1301	134	270	15	95	 
