level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	3866	532	-1	
2	1	1	0	0	0	40	5	3793	400	-1	
3	1	1	1	0	0	40	5	3793	400	-1	
4	1	1	1	1	0	40	5	3793	400	-1	
5	1	1	1	1	1	40	5	489	54	95	 
5	1	1	1	1	2	1293	59	1233	208	95	 
5	1	1	1	1	3	2776	267	1057	138	95	 
2	1	2	0	0	0	17	177	3831	236	-1	
3	1	2	1	0	0	17	177	3831	236	-1	
4	1	2	1	1	0	3363	177	485	131	-1	
5	1	2	1	1	1	3363	177	216	103	85	GA
5	1	2	1	1	2	3596	199	252	109	56	Boone
4	1	2	1	2	0	17	177	1276	236	-1	
5	1	2	1	2	1	17	177	94	82	63	2
5	1	2	1	2	2	146	213	173	100	96	See
5	1	2	1	2	3	354	230	410	134	96	footnote
5	1	2	1	2	4	806	282	138	115	85	78,
5	1	2	1	2	5	978	327	88	85	39	p.
5	1	2	1	2	6	1114	314	179	99	96	800
2	1	3	0	0	0	1328	355	1448	177	-1	
3	1	3	1	0	0	1328	355	1448	177	-1	
4	1	3	1	1	0	1328	355	1448	177	-1	
5	1	3	1	1	1	1328	355	143	95	45	[Pe.
5	1	3	1	1	2	1508	376	140	74	95	800
5	1	3	1	1	3	1670	392	299	98	95	includes
5	1	3	1	1	4	1989	447	324	73	13	Portions
5	1	3	1	1	5	2338	466	94	66	95	of
5	1	3	1	1	6	2430	473	158	59	42	Nan
5	1	3	1	1	7	2642	496	134	36	2	437
