level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2708	686	-1	
2	1	1	0	0	0	24	25	529	320	-1	
3	1	1	1	0	0	24	25	529	320	-1	
4	1	1	1	1	0	24	25	488	75	-1	
5	1	1	1	1	1	24	25	488	75	88	893.74/627
4	1	1	1	2	0	26	277	527	68	-1	
5	1	1	1	2	1	26	277	362	68	95	[Document
5	1	1	1	2	2	414	277	139	68	96	775]
2	1	2	0	0	0	29	503	2653	158	-1	
3	1	2	1	0	0	29	503	2653	158	-1	
4	1	2	1	1	0	29	503	2653	158	-1	
5	1	2	1	1	1	29	549	187	86	95	The
5	1	2	1	1	2	248	554	468	106	96	Japanese
5	1	2	1	1	3	749	549	452	112	96	Embassy
5	1	2	1	1	4	1234	565	87	70	96	to
5	1	2	1	1	5	1360	549	150	86	95	the
5	1	2	1	1	6	1543	554	604	106	95	Department
5	1	2	1	1	7	2176	548	111	112	96	of
5	1	2	1	1	8	2310	503	372	132	46	State24
