level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	3852	434	-1	
2	1	1	0	0	0	180	25	3646	114	-1	
3	1	1	1	0	0	180	25	3646	114	-1	
4	1	1	1	1	0	180	25	3646	114	-1	
5	1	1	1	1	1	180	25	366	114	96	Peking,
5	1	1	1	1	2	588	25	523	89	96	November
5	1	1	1	1	3	1146	30	84	101	92	4,
5	1	1	1	1	4	1279	29	478	84	91	1926—11
5	1	1	1	1	5	1800	53	203	61	96	a.m.
5	1	1	1	1	6	2051	25	496	104	96	[Received
5	1	1	1	1	7	2584	25	523	89	93	November
5	1	1	1	1	8	3140	29	404	85	87	4—6:45
5	1	1	1	1	9	3584	25	242	104	58	a.m.]
2	1	2	0	0	0	25	295	1092	114	-1	
3	1	2	1	0	0	25	295	1092	114	-1	
4	1	2	1	1	0	25	295	1092	114	-1	
5	1	2	1	1	1	25	299	586	85	92	893.74/733:
5	1	2	1	1	2	652	295	465	114	96	Telegram
