level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2090	506	-1	
2	1	1	0	0	0	24	32	2042	292	-1	
3	1	1	1	0	0	24	32	2042	292	-1	
4	1	1	1	1	0	24	32	722	135	-1	
5	1	1	1	1	1	24	32	94	75	39	<2
5	1	1	1	1	2	152	58	186	84	96	Not
5	1	1	1	1	3	371	50	375	117	96	printed.
4	1	1	1	2	0	25	194	2041	130	-1	
5	1	1	1	2	1	25	194	95	75	95	30
5	1	1	1	2	2	150	215	393	109	96	Foreign
5	1	1	1	2	3	580	208	496	102	96	Relations,
5	1	1	1	2	4	1125	207	263	101	69	1922,
5	1	1	1	2	5	1428	201	181	89	69	vol.
5	1	1	1	2	6	1653	252	37	53	31	,_p.
5	1	1	1	2	7	1733	201	333	112	96	282.
2	1	2	0	0	0	27	350	1370	131	-1	
3	1	2	1	0	0	27	350	1370	131	-1	
4	1	2	1	1	0	27	350	1370	131	-1	
5	1	2	1	1	1	27	350	94	75	71	3!
5	1	2	1	1	2	152	373	257	105	70	Thid.,
5	1	2	1	1	3	458	374	263	101	96	1923,
5	1	2	1	1	4	759	368	184	90	70	vol.
5	1	2	1	1	5	984	395	163	86	12	.,.p.
5	1	2	1	1	6	1195	368	202	86	96	548.
