level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	3098	340	-1	
2	1	1	0	0	0	25	36	3047	288	-1	
3	1	1	1	0	0	25	36	3047	288	-1	
4	1	1	1	1	0	25	36	3047	132	-1	
5	1	1	1	1	1	25	37	93	75	64	34
5	1	1	1	1	2	152	55	377	113	95	Malloy,
5	1	1	1	1	3	575	57	414	100	96	Treaties,
5	1	1	1	1	4	1041	47	574	105	67	1910-1923,
5	1	1	1	1	5	1653	43	181	90	90	vol.
5	1	1	1	1	6	1877	94	74	55	78	u,
5	1	1	1	1	7	1988	70	148	85	96	pp.
5	1	1	1	1	8	2181	40	270	105	96	3149,
5	1	1	1	1	9	2493	37	270	105	96	3216,
5	1	1	1	1	10	2805	36	267	87	96	3217.
4	1	1	1	2	0	26	194	817	130	-1	
5	1	1	1	2	1	26	194	94	74	75	22
5	1	1	1	2	2	148	212	262	106	51	[bid.,
5	1	1	1	2	3	447	239	85	85	89	p.
5	1	1	1	2	4	576	210	267	88	96	3209.
