level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	3866	678	-1	
2	1	1	0	0	0	3508	92	342	111	-1	
3	1	1	1	0	0	3508	92	342	111	-1	
4	1	1	1	1	0	3508	92	342	111	-1	
5	1	1	1	1	1	3508	92	342	111	0	Kextoce
2	1	2	0	0	0	16	281	3819	286	-1	
3	1	2	1	0	0	16	281	3819	286	-1	
4	1	2	1	1	0	19	281	3816	285	-1	
5	1	2	1	1	1	19	281	73	146	19	om
5	1	2	1	1	2	164	318	510	120	90	Telegrams
5	1	2	1	1	3	728	343	174	92	96	No.
5	1	2	1	1	4	963	354	118	86	95	37
5	1	2	1	1	5	1132	374	90	74	97	to
5	1	2	1	1	6	1279	367	262	96	96	Chile
5	1	2	1	1	7	1595	384	174	89	96	and
5	1	2	1	1	8	1821	393	174	92	96	No.
5	1	2	1	1	9	2056	404	112	87	96	32
5	1	2	1	1	10	2225	424	92	74	97	to
5	1	2	1	1	11	2371	418	248	111	96	Peru,
5	1	2	1	1	12	2668	433	210	113	96	Apr.
5	1	2	1	1	13	2943	445	75	102	96	1,
5	1	2	1	1	14	3085	450	52	84	92	7
5	1	2	1	1	15	3183	480	250	86	59	p.m.:
5	1	2	1	1	16	3491	473	344	93	96	neither
4	1	2	1	2	0	16	462	376	105	-1	
5	1	2	1	2	1	16	462	376	105	90	printed.
