level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	3128	186	-1	
2	1	1	0	0	0	26	38	3077	124	-1	
3	1	1	1	0	0	26	38	3077	124	-1	
4	1	1	1	1	0	26	38	3077	124	-1	
5	1	1	1	1	1	26	39	93	73	67	2!
5	1	1	1	1	2	150	60	190	88	96	The
5	1	1	1	1	3	379	84	275	78	96	same,
5	1	1	1	1	4	699	82	118	62	96	on
5	1	1	1	1	5	851	53	147	89	96	the
5	1	1	1	1	6	1039	78	247	62	96	same
5	1	1	1	1	7	1326	49	228	104	96	date,
5	1	1	1	1	8	1593	63	93	72	96	to
5	1	1	1	1	9	1721	45	149	89	96	the
5	1	1	1	1	10	1909	40	351	115	96	Charge
5	1	1	1	1	11	2297	44	94	83	96	in
5	1	1	1	1	12	2429	42	271	85	96	Great
5	1	1	1	1	13	2735	38	368	85	96	Britain.
