level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	3866	356	-1	
2	1	1	0	0	0	27	0	3807	71	-1	
3	1	1	1	0	0	27	0	3807	71	-1	
4	1	1	1	1	0	27	0	3807	71	-1	
5	1	1	1	1	1	3148	0	132	75	16	TT
2	1	2	0	0	0	27	217	1908	134	-1	
3	1	2	1	0	0	27	217	1908	134	-1	
4	1	2	1	1	0	27	217	1908	134	-1	
5	1	2	1	1	1	27	219	94	75	95	21
5	1	2	1	1	2	153	244	112	85	53	UJ.
5	1	2	1	1	3	313	242	84	85	76	S.
5	1	2	1	1	4	443	234	397	117	96	gunboat
5	1	2	1	1	5	874	235	92	83	95	in
5	1	2	1	1	6	1000	229	149	89	95	the
5	1	2	1	1	7	1180	231	399	107	96	Yangtze
5	1	2	1	1	8	1616	217	319	92	96	Patrol.
