level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2598	188	-1	
2	1	1	0	0	0	26	38	2548	132	-1	
3	1	1	1	0	0	26	38	2548	132	-1	
4	1	1	1	1	0	26	38	2548	132	-1	
5	1	1	1	1	1	26	38	47	74	47	4
5	1	1	1	1	2	112	64	168	85	90	See
5	1	1	1	1	3	316	62	393	108	96	Foreign
5	1	1	1	1	4	744	54	498	101	95	Relations,
5	1	1	1	1	5	1291	51	263	101	95	1921,
5	1	1	1	1	6	1592	44	183	90	70	vol.
5	1	1	1	1	7	1817	69	226	87	37	:,_pp.
5	1	1	1	1	8	2088	38	424	89	86	258-262.
2	1	2	0	0	0	1251	139	275	16	-1	
3	1	2	1	0	0	1251	139	275	16	-1	
4	1	2	1	1	0	1251	139	275	16	-1	
5	1	2	1	1	1	1251	139	275	16	95	 
2	1	3	0	0	0	316	150	262	16	-1	
3	1	3	1	0	0	316	150	262	16	-1	
4	1	3	1	1	0	316	150	262	16	-1	
5	1	3	1	1	1	316	150	262	16	95	 
