level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	3866	688	-1	
2	1	1	0	0	0	3275	97	576	127	-1	
3	1	1	1	0	0	3275	97	576	127	-1	
4	1	1	1	1	0	3275	97	576	127	-1	
5	1	1	1	1	1	3275	97	108	108	82	A.
5	1	1	1	1	2	3408	106	130	91	88	W.
5	1	1	1	1	3	3555	110	296	114	1	Metron
2	1	2	0	0	0	23	271	746	148	-1	
3	1	2	1	0	0	23	271	746	148	-1	
4	1	2	1	1	0	23	271	746	148	-1	
5	1	2	1	1	1	148	301	109	89	62	41
5	1	2	1	1	2	309	309	211	97	94	Stat.
5	1	2	1	1	3	565	324	204	95	68	548,
2	1	3	0	0	0	14	427	2031	215	-1	
3	1	3	1	0	0	14	427	2031	215	-1	
4	1	3	1	1	0	14	427	2031	215	-1	
5	1	3	1	1	1	14	427	94	79	75	48
5	1	3	1	1	2	140	457	119	89	92	49
5	1	3	1	1	3	300	465	211	96	95	Stat.
5	1	3	1	1	4	553	479	212	114	96	491;
5	1	3	1	1	5	808	492	194	95	96	also
5	1	3	1	1	6	1033	506	396	125	34	Foreign
5	1	3	1	1	7	1463	529	471	107	95	Relations
5	1	3	1	1	8	2015	558	30	84	58	l
2	1	4	0	0	0	1359	608	146	53	-1	
3	1	4	1	0	0	1359	608	602	53	-1	
4	1	4	1	1	0	1359	608	146	53	-1	
5	1	4	1	1	1	1359	608	146	53	0	ee
2	1	5	0	0	0	2067	561	911	127	-1	
3	1	5	1	0	0	2067	561	911	127	-1	
4	1	5	1	1	0	2067	561	911	127	-1	
5	1	5	1	1	1	2067	561	206	113	74	922,
5	1	5	1	1	2	2314	578	178	90	69	vol.
5	1	5	1	1	3	2567	636	37	52	24	.
5	1	5	1	1	4	2630	619	132	69	74	p.
5	1	5	1	1	5	2774	600	176	88	70	618
2	1	6	0	0	0	1972	644	270	27	-1	
3	1	6	1	0	0	1972	644	270	27	-1	
4	1	6	1	1	0	1972	644	270	27	-1	
5	1	6	1	1	1	1972	644	270	27	95	 
