level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	818	398	-1	
2	1	1	0	0	0	25	24	769	350	-1	
3	1	1	1	0	0	25	24	769	350	-1	
4	1	1	1	1	0	27	24	743	100	-1	
5	1	1	1	1	1	27	28	125	96	96	By
5	1	1	1	1	2	179	24	130	77	96	the
5	1	1	1	1	3	335	24	435	77	95	Arbitrator
4	1	1	1	2	0	27	150	547	90	-1	
5	1	1	1	2	1	27	150	184	90	84	Frank
5	1	1	1	2	2	210	150	84	90	89	B.
5	1	1	1	2	3	289	150	285	90	9	Kertocc
4	1	1	1	3	0	25	273	769	101	-1	
5	1	1	1	3	1	25	278	413	96	96	Secretary
5	1	1	1	3	2	469	273	94	101	96	of
5	1	1	1	3	3	579	278	215	73	96	State
