level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2372	162	-1	
2	1	1	0	0	0	24	36	2324	108	-1	
3	1	1	1	0	0	24	36	2324	108	-1	
4	1	1	1	1	0	24	36	2324	108	-1	
5	1	1	1	1	1	24	37	82	66	95	33
5	1	1	1	1	2	134	55	163	77	96	The
5	1	1	1	1	3	332	76	241	68	96	same,
5	1	1	1	1	4	610	51	315	76	96	mutatis
5	1	1	1	1	5	960	43	417	91	96	mutandis,
5	1	1	1	1	6	1411	56	80	62	96	to
5	1	1	1	1	7	1523	40	130	77	96	the
5	1	1	1	1	8	1689	40	244	75	96	Swiss
5	1	1	1	1	9	1967	36	381	75	94	Minister.
