level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	3410	184	-1	
2	1	1	0	0	0	26	46	3359	124	-1	
3	1	1	1	0	0	26	46	3359	124	-1	
4	1	1	1	1	0	26	46	3359	124	-1	
5	1	1	1	1	1	26	46	94	77	94	84
5	1	1	1	1	2	158	68	170	87	95	See
5	1	1	1	1	3	366	63	410	88	96	footnote
5	1	1	1	1	4	815	54	147	116	96	66,
5	1	1	1	1	5	999	83	81	86	91	p.
5	1	1	1	1	6	1127	53	169	88	95	621
5	1	1	1	1	7	1348	73	142	83	14	(Pg.
5	1	1	1	1	8	1529	69	127	67	94	621
5	1	1	1	1	9	1691	64	306	69	95	includes
5	1	1	1	1	10	2014	65	319	83	96	portions
5	1	1	1	1	11	2362	57	88	86	97	of
5	1	1	1	1	12	2455	59	170	63	96	Doc.
5	1	1	1	1	13	2663	54	135	66	96	369
5	1	1	1	1	14	2825	50	141	68	96	and
5	1	1	1	1	15	2971	42	198	118	95	Doc.
5	1	1	1	1	16	3168	42	187	118	86	370}.
