level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	3878	246	-1	
2	1	1	0	0	0	24	26	3510	113	-1	
3	1	1	1	0	0	24	26	3510	113	-1	
4	1	1	1	1	0	24	26	3510	113	-1	
5	1	1	1	1	1	24	32	357	106	96	Papers
5	1	1	1	1	2	416	27	440	112	96	Relating
5	1	1	1	1	3	890	43	95	70	96	to
5	1	1	1	1	4	1024	27	158	86	96	the
5	1	1	1	1	5	1218	27	402	112	96	Foreign
5	1	1	1	1	6	1654	27	487	86	96	Relations
5	1	1	1	1	7	2179	26	99	87	96	of
5	1	1	1	1	8	2310	27	158	86	96	the
5	1	1	1	1	9	2505	27	350	86	96	United
5	1	1	1	1	10	2892	31	334	99	95	States,
5	1	1	1	1	11	3272	31	262	99	96	1925,
