level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	3850	430	-1	
2	1	1	0	0	0	1988	0	1203	112	-1	
3	1	1	1	0	0	1988	0	1203	112	-1	
4	1	1	1	1	0	1988	0	1203	112	-1	
5	1	1	1	1	1	1988	9	115	96	94	ed
5	1	1	1	1	2	2128	4	125	108	94	by
5	1	1	1	1	3	2292	0	452	78	0	SCCM)
2	1	2	0	0	0	834	50	2998	250	-1	
3	1	2	1	0	0	834	50	3000	246	-1	
4	1	2	1	1	0	834	50	1146	189	-1	
5	1	2	1	1	1	834	104	269	135	85	sreed
5	1	2	1	1	2	1131	107	253	100	92	upon
5	1	2	1	1	3	1412	85	193	73	93	was
5	1	2	1	1	4	1644	50	336	110	82	approv
4	1	2	1	2	0	2978	116	854	184	-1	
5	1	2	1	2	1	2978	165	334	135	23	A[arnvrl
5	1	2	1	2	2	3360	156	120	91	91	N.
5	1	2	1	2	3	3511	142	86	89	89	Y
5	1	2	1	2	4	3614	116	218	133	65	[ounc|
2	1	3	0	0	0	17	153	811	144	-1	
3	1	3	1	0	0	17	153	811	144	-1	
4	1	3	1	1	0	17	153	811	144	-1	
5	1	3	1	1	1	17	196	191	93	96	The
5	1	3	1	1	2	242	153	496	144	96	procedure
5	1	3	1	1	3	776	160	52	60	68	a
