level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	3866	958	-1	
2	1	1	0	0	0	28	32	587	111	-1	
3	1	1	1	0	0	28	32	587	111	-1	
4	1	1	1	1	0	28	32	587	111	-1	
5	1	1	1	1	1	28	36	35	84	85	I
5	1	1	1	1	2	98	32	230	89	93	have
5	1	1	1	1	3	374	32	241	111	90	[etc.
5	1	1	1	1	4	558	28	61	121	92	|
2	1	2	0	0	0	3204	288	627	105	-1	
3	1	2	1	0	0	3204	288	636	105	-1	
4	1	2	1	1	0	3204	288	627	105	-1	
5	1	2	1	1	1	3204	290	226	103	76	Eown
5	1	2	1	1	2	3448	293	91	83	82	L.
5	1	2	1	1	3	3557	288	274	104	41	Nevite
2	1	3	0	0	0	29	469	3807	35	-1	
3	1	3	1	0	0	29	469	3807	35	-1	
4	1	3	1	1	0	29	469	3807	35	-1	
5	1	3	1	1	1	29	469	3807	35	95	 
2	1	4	0	0	0	27	650	721	289	-1	
3	1	4	1	0	0	27	650	721	289	-1	
4	1	4	1	1	0	27	650	721	133	-1	
5	1	4	1	1	1	27	650	93	76	88	84
5	1	4	1	1	2	149	674	191	85	91	Not
5	1	4	1	1	3	371	668	377	115	96	printed.
4	1	4	1	2	0	27	806	721	133	-1	
5	1	4	1	2	1	27	806	94	77	90	84
5	1	4	1	2	2	150	830	190	85	90	Not
5	1	4	1	2	3	372	824	376	115	96	printed.
