level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	3864	442	-1	
2	1	1	0	0	0	28	14	3809	286	-1	
3	1	1	1	0	0	28	14	3809	286	-1	
4	1	1	1	1	0	28	14	3809	149	-1	
5	1	1	1	1	1	28	14	407	124	96	Papers
5	1	1	1	1	2	492	14	504	132	96	Relating
5	1	1	1	1	3	1050	36	110	82	96	to
5	1	1	1	1	4	1218	20	182	100	96	the
5	1	1	1	1	5	1456	24	461	130	96	Foreign
5	1	1	1	1	6	1974	28	556	103	96	Relations
5	1	1	1	1	7	2588	32	116	100	96	of
5	1	1	1	1	8	2754	34	182	101	96	the
5	1	1	1	1	9	2993	38	401	101	96	United
5	1	1	1	1	10	3454	46	383	117	96	States,
4	1	1	1	2	0	35	183	298	117	-1	
5	1	1	1	2	1	35	183	298	117	96	1924,
