level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	3850	434	-1	
2	1	1	0	0	0	25	6	3800	339	-1	
3	1	1	1	0	0	25	6	3801	339	-1	
4	1	1	1	1	0	1726	6	2099	339	-1	
5	1	1	1	1	1	1726	6	614	175	95	Washington,
5	1	1	1	1	2	2408	80	511	147	47	November;
5	1	1	1	1	3	2965	142	141	125	96	27,
5	1	1	1	1	4	3157	170	414	125	49	1926_g
5	1	1	1	1	5	3610	220	215	125	84	p.m.
4	1	1	1	2	0	25	88	1406	242	-1	
5	1	1	1	2	1	25	88	387	123	92	793.003
5	1	1	1	2	2	454	139	74	85	91	C
5	1	1	1	2	3	573	145	359	137	95	73/351:
5	1	1	1	2	4	975	194	456	136	96	Telegram
