level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	3866	318	-1	
2	1	1	0	0	0	3582	118	256	8	-1	
3	1	1	1	0	0	3582	118	256	8	-1	
4	1	1	1	1	0	3582	118	256	8	-1	
5	1	1	1	1	1	3582	118	256	8	95	 
2	1	2	0	0	0	25	42	3815	266	-1	
3	1	2	1	0	0	25	42	3815	266	-1	
4	1	2	1	1	0	25	42	3815	127	-1	
5	1	2	1	1	1	25	44	94	75	95	19
5	1	2	1	1	2	165	65	169	87	96	See
5	1	2	1	1	3	382	58	378	92	95	circular
5	1	2	1	1	4	799	56	435	113	96	telegram
5	1	2	1	1	5	1277	51	112	90	96	of
5	1	2	1	1	6	1417	53	223	85	96	Mar.
5	1	2	1	1	7	1702	50	73	104	96	1,
5	1	2	1	1	8	1821	48	57	85	91	4
5	1	2	1	1	9	1920	72	214	87	91	p.m.
5	1	2	1	1	10	2182	71	84	86	92	p.
5	1	2	1	1	11	2328	42	104	86	93	12
5	1	2	1	1	12	2484	62	141	84	90	[Pg.
5	1	2	1	1	13	2673	60	84	65	85	12
5	1	2	1	1	14	2796	56	305	68	92	includes
5	1	2	1	1	15	3125	58	319	82	96	portions
5	1	2	1	1	16	3481	50	73	86	96	of
5	1	2	1	1	17	3582	50	169	86	93	Doc.
5	1	2	1	1	18	3803	50	37	63	93	7
4	1	2	1	2	0	29	225	465	83	-1	
5	1	2	1	2	1	29	227	141	68	96	and
5	1	2	1	2	2	190	230	169	62	95	Doc.
5	1	2	1	2	3	398	225	96	83	37	8}.
