level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2854	168	-1	
2	1	1	0	0	0	24	35	2806	113	-1	
3	1	1	1	0	0	24	35	2806	113	-1	
4	1	1	1	1	0	24	35	2806	113	-1	
5	1	1	1	1	1	24	36	82	65	73	°6
5	1	1	1	1	2	136	53	290	79	96	British
5	1	1	1	1	3	461	51	159	79	96	and
5	1	1	1	1	4	648	52	344	96	96	Foreign
5	1	1	1	1	5	1026	51	212	74	96	State
5	1	1	1	1	6	1268	49	331	95	96	Papers,
5	1	1	1	1	7	1642	42	503	88	47	1902-1903,
5	1	1	1	1	8	2178	36	158	78	93	vol.
5	1	1	1	1	9	2374	80	129	47	42	xcu,
5	1	1	1	1	10	2540	58	72	76	92	p.
5	1	1	1	1	11	2652	35	178	75	93	578.
