level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	3882	850	-1	
2	1	1	0	0	0	27	24	719	100	-1	
3	1	1	1	0	0	27	24	719	100	-1	
4	1	1	1	1	0	27	24	719	100	-1	
5	1	1	1	1	1	27	28	116	73	96	Be
5	1	1	1	1	2	174	24	325	100	93	pleased
5	1	1	1	1	3	536	24	210	91	72	[etc.]
2	1	2	0	0	0	3397	258	454	91	-1	
3	1	2	1	0	0	3397	258	460	91	-1	
4	1	2	1	1	0	3397	258	454	91	-1	
5	1	2	1	1	1	3397	258	115	91	90	E.
5	1	2	1	1	2	3493	258	358	91	7	Dagscuner
2	1	3	0	0	0	24	564	1130	262	-1	
3	1	3	1	0	0	24	564	1130	262	-1	
4	1	3	1	1	0	24	564	1130	98	-1	
5	1	3	1	1	1	24	564	82	65	87	23
5	1	3	1	1	2	137	584	162	77	96	File
5	1	3	1	1	3	331	584	458	77	96	translation
5	1	3	1	1	4	820	584	334	78	96	revised.
4	1	3	1	2	0	24	706	630	120	-1	
5	1	3	1	2	1	24	706	82	65	51	“4
5	1	3	1	2	2	137	730	159	73	95	Not
5	1	3	1	2	3	326	726	328	100	96	printed.
