level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	3858	550	-1	
2	1	1	0	0	0	24	25	3804	258	-1	
3	1	1	1	0	0	24	25	3804	258	-1	
4	1	1	1	1	0	24	25	3804	114	-1	
5	1	1	1	1	1	24	25	112	89	95	of
5	1	1	1	1	2	203	25	496	114	95	Argentina
5	1	1	1	1	3	780	25	176	89	96	and
5	1	1	1	1	4	1038	25	300	88	96	Brazil
5	1	1	1	1	5	1424	25	326	114	96	stating
5	1	1	1	1	6	1832	25	184	88	96	that
5	1	1	1	1	7	2098	25	66	88	96	it
5	1	1	1	1	8	2246	25	538	89	96	considered
5	1	1	1	1	9	2864	25	365	89	96	Bolivia
5	1	1	1	1	10	3310	38	90	76	96	to
5	1	1	1	1	11	3482	25	116	89	96	be
5	1	1	1	1	12	3680	25	148	89	96	the
4	1	1	1	2	0	24	198	490	85	-1	
5	1	1	1	2	1	24	198	490	85	85	ageressor.
2	1	2	0	0	0	3643	441	187	84	-1	
3	1	2	1	0	0	3643	441	191	84	-1	
4	1	2	1	1	0	3643	441	187	84	-1	
5	1	2	1	1	1	3643	441	187	84	35	Buss
