level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	3880	470	-1	
2	1	1	0	0	0	18	144	3843	233	-1	
3	1	1	1	0	0	18	144	3843	233	-1	
4	1	1	1	1	0	3277	144	584	136	-1	
5	1	1	1	1	1	3277	144	164	101	42	Fran
5	1	1	1	1	2	3488	168	80	80	65	B.
5	1	1	1	1	3	3562	173	299	107	2	Keroce
4	1	1	1	2	0	18	149	1414	228	-1	
5	1	1	1	2	1	18	149	82	70	71	2°
5	1	1	1	2	2	128	182	205	90	95	Note
5	1	1	1	2	3	367	206	93	78	73	of
5	1	1	1	2	4	486	218	348	100	96	October
5	1	1	1	2	5	864	251	46	75	96	5
5	1	1	1	2	6	941	279	138	64	90	Not
5	1	1	1	2	7	1104	282	328	95	86	printed.
