level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2138	340	-1	
2	1	1	0	0	0	23	59	2093	278	-1	
3	1	1	1	0	0	23	59	2093	278	-1	
4	1	1	1	1	0	23	59	674	127	-1	
5	1	1	1	1	1	23	61	47	76	91	2
5	1	1	1	1	2	99	80	190	87	91	Not
5	1	1	1	1	3	320	59	377	127	96	printed.
4	1	1	1	2	0	29	168	2087	169	-1	
5	1	1	1	2	1	29	215	94	78	94	10
5	1	1	1	2	2	153	232	393	105	94	Foreign
5	1	1	1	2	3	582	213	499	95	96	Relations,
5	1	1	1	2	4	1131	195	262	102	95	1925,
5	1	1	1	2	5	1430	183	182	93	54	vol.
5	1	1	1	2	6	1687	168	429	121	0	»,.p.152.
2	1	2	0	0	0	1406	270	313	24	-1	
3	1	2	1	0	0	1406	270	313	24	-1	
4	1	2	1	1	0	1406	270	313	24	-1	
5	1	2	1	1	1	1406	270	313	24	95	 
2	1	3	0	0	0	1094	283	269	22	-1	
3	1	3	1	0	0	1094	283	269	22	-1	
4	1	3	1	1	0	1094	283	269	22	-1	
5	1	3	1	1	1	1094	283	269	22	95	 
2	1	4	0	0	0	493	294	564	33	-1	
3	1	4	1	0	0	493	294	564	33	-1	
4	1	4	1	1	0	493	294	564	33	-1	
5	1	4	1	1	1	493	294	564	33	95	 
