level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1852	376	-1	
2	1	1	0	0	0	477	0	581	134	-1	
3	1	1	1	0	0	477	0	581	134	-1	
4	1	1	1	1	0	477	0	581	134	-1	
5	1	1	1	1	1	438	0	449	138	0	——uudary
5	1	1	1	1	2	898	0	150	138	95	dis
2	1	2	0	0	0	11	66	1818	190	-1	
3	1	2	1	0	0	11	66	1819	190	-1	
4	1	2	1	1	0	1021	66	808	190	-1	
5	1	2	1	1	1	1021	66	222	190	47	mule
5	1	2	1	1	2	1243	66	238	190	96	with
5	1	2	1	1	3	1480	66	349	190	87	Panama
4	1	2	1	2	0	11	127	250	124	-1	
5	1	2	1	2	1	11	127	250	124	85	Index
