level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	3866	534	-1	
2	1	1	0	0	0	3570	101	274	111	-1	
3	1	1	1	0	0	3570	101	276	111	-1	
4	1	1	1	1	0	3570	101	274	111	-1	
5	1	1	1	1	1	3570	101	274	111	51	Hocues
2	1	2	0	0	0	19	276	1871	251	-1	
3	1	2	1	0	0	19	276	1882	251	-1	
4	1	2	1	1	0	19	276	1871	251	-1	
5	1	2	1	1	1	19	272	460	206	65	‘Foreign
5	1	2	1	1	2	478	272	542	206	96	Relations,
5	1	2	1	1	3	1069	358	263	112	94	1923,
5	1	2	1	1	4	1373	374	180	91	92	vol
5	1	2	1	1	5	1596	357	195	170	14	1D.
5	1	2	1	1	6	1790	357	100	170	69	6,
2	1	3	0	0	0	1028	443	275	26	-1	
3	1	3	1	0	0	1028	443	275	26	-1	
4	1	3	1	1	0	1028	443	275	26	-1	
5	1	3	1	1	1	1028	443	275	26	95	 
2	1	4	0	0	0	1340	458	287	27	-1	
3	1	4	1	0	0	1340	458	287	27	-1	
4	1	4	1	1	0	1340	458	287	27	-1	
5	1	4	1	1	1	1340	458	287	27	95	 
