level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	3850	408	-1	
2	1	1	0	0	0	19	0	3812	284	-1	
3	1	1	1	0	0	19	0	3815	284	-1	
4	1	1	1	1	0	1014	0	2817	284	-1	
5	1	1	1	1	1	1014	0	451	96	0	Vea"Ta80,
5	1	1	1	1	2	1508	0	527	119	85	November
5	1	1	1	1	3	2063	40	146	112	95	29,
5	1	1	1	1	4	2264	55	256	103	94	1927.
5	1	1	1	1	5	2568	72	496	137	96	[Received
5	1	1	1	1	6	3098	114	495	136	96	December
5	1	1	1	1	7	3641	155	190	129	57	21.]
4	1	1	1	2	0	19	156	552	124	-1	
5	1	1	1	2	1	19	156	552	124	90	825.506/22
