level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2040	340	-1	
2	1	1	0	0	0	24	36	1990	282	-1	
3	1	1	1	0	0	24	36	1990	282	-1	
4	1	1	1	1	0	24	36	1990	131	-1	
5	1	1	1	1	1	24	37	95	76	51	33
5	1	1	1	1	2	147	60	85	84	44	FF
5	1	1	1	1	3	229	60	313	107	49	oreion
5	1	1	1	1	4	577	49	471	89	69	Relations
5	1	1	1	1	5	1090	119	18	32	82	,
5	1	1	1	1	6	1160	36	854	117	72	1907,
5	1	1	1	1	7	1422	32	189	133	33	pt.
5	1	1	1	1	8	1610	36	245	117	33	1,_p.
5	1	1	1	1	9	1854	32	145	133	51	87.
4	1	1	1	2	0	26	193	1038	125	-1	
5	1	1	1	2	1	22	189	76	151	0	»4
5	1	1	1	2	2	134	210	282	108	25	Jbid.
5	1	1	1	2	3	422	284	19	32	61	,
5	1	1	1	2	4	453	204	611	114	16	1915,
5	1	1	1	2	5	751	189	140	151	16	.p.
5	1	1	1	2	6	890	204	164	114	96	33.
2	1	2	0	0	0	1120	132	270	17	-1	
3	1	2	1	0	0	1120	132	270	17	-1	
4	1	2	1	1	0	1120	132	270	17	-1	
5	1	2	1	1	1	1120	132	270	17	95	 
