level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	3868	532	-1	
2	1	1	0	0	0	17	184	3826	328	-1	
3	1	1	1	0	0	17	184	3831	328	-1	
4	1	1	1	1	0	3566	184	277	116	-1	
5	1	1	1	1	1	3566	184	277	116	35	Cottier
4	1	1	1	2	0	17	189	2220	323	-1	
5	1	1	1	2	1	17	189	94	81	70	33
5	1	1	1	2	2	140	223	295	112	75	Dated
5	1	1	1	2	3	467	258	237	125	96	Aug.
5	1	1	1	2	4	748	283	145	115	96	30,
5	1	1	1	2	5	946	302	258	126	91	1927,
5	1	1	1	2	6	1257	332	88	92	91	1]
5	1	1	1	2	7	1397	373	237	97	33	a.M.;
5	1	1	1	2	8	1672	396	163	75	96	not
5	1	1	1	2	9	1859	399	378	113	83	printed.
