level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	3866	802	-1	
2	1	1	0	0	0	29	25	1303	114	-1	
3	1	1	1	0	0	29	25	1303	114	-1	
4	1	1	1	1	0	29	25	1303	114	-1	
5	1	1	1	1	1	29	25	583	89	96	Instructions
5	1	1	1	1	2	652	54	144	60	96	are
5	1	1	1	1	3	832	25	500	114	96	requested.
2	1	2	0	0	0	3589	293	250	106	-1	
3	1	2	1	0	0	3589	293	250	106	-1	
4	1	2	1	1	0	3589	293	250	106	-1	
5	1	2	1	1	1	3589	293	250	106	60	Gisson
2	1	3	0	0	0	26	643	1872	134	-1	
3	1	3	1	0	0	26	643	1872	134	-1	
4	1	3	1	1	0	26	643	1872	134	-1	
5	1	3	1	1	1	26	643	93	75	95	48
5	1	3	1	1	2	154	663	364	111	96	Quoted
5	1	3	1	1	3	550	663	500	114	96	paragraph
5	1	3	1	1	4	1082	676	158	76	96	not
5	1	3	1	1	5	1272	663	626	114	96	paraphrased.
