level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	3862	550	-1	
2	1	1	0	0	0	12	148	3837	260	-1	
3	1	1	1	0	0	12	148	3838	256	-1	
4	1	1	1	1	0	12	148	511	130	-1	
5	1	1	1	1	1	12	191	41	85	77	I
5	1	1	1	1	2	89	202	149	68	91	am
5	1	1	1	1	3	273	148	250	130	52	[etc.|
4	1	1	1	2	0	2528	149	1302	179	-1	
5	1	1	1	2	1	2528	240	174	88	96	For
5	1	1	1	2	2	2735	219	149	90	96	the
5	1	1	1	2	3	2924	194	460	101	96	Secretary
5	1	1	1	2	4	3423	155	110	95	96	of
5	1	1	1	2	5	3559	149	271	90	94	State:
4	1	1	1	3	0	3307	282	542	126	-1	
5	1	1	1	3	1	3307	282	276	126	30	Francis
5	1	1	1	3	2	3618	282	231	126	48	Ware
