level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1356	282	-1	
2	1	1	0	0	0	25	22	1307	248	-1	
3	1	1	1	0	0	25	22	1307	234	-1	
4	1	1	1	1	0	25	22	1299	116	-1	
5	1	1	1	1	1	25	33	169	83	96	For
5	1	1	1	1	2	229	27	146	88	96	the
5	1	1	1	1	3	420	30	462	108	96	Secretary
5	1	1	1	1	4	918	22	100	90	96	of
5	1	1	1	1	5	1058	27	266	85	96	State:
4	1	1	1	2	0	708	167	624	103	-1	
5	1	1	1	2	1	708	170	301	100	77	Roserr
5	1	1	1	2	2	1007	168	96	101	92	E.
5	1	1	1	2	3	1121	167	211	102	42	Ors
