level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2120	496	-1	
2	1	1	0	0	0	21	58	2074	279	-1	
3	1	1	1	0	0	21	58	2074	279	-1	
4	1	1	1	1	0	21	58	721	126	-1	
5	1	1	1	1	1	21	59	93	79	88	44
5	1	1	1	1	2	142	79	192	86	88	Not
5	1	1	1	1	3	365	58	377	126	96	printed.
4	1	1	1	2	0	26	169	2069	168	-1	
5	1	1	1	2	1	26	216	94	78	36	43
5	1	1	1	2	2	150	232	394	105	95	Foreign
5	1	1	1	2	3	580	213	498	95	95	Relations,
5	1	1	1	2	4	1129	194	261	103	96	1922,
5	1	1	1	2	5	1427	183	182	92	80	vol.
5	1	1	1	2	6	1685	169	410	120	0	1,.p.557.
2	1	2	0	0	0	32	369	722	127	-1	
3	1	2	1	0	0	32	369	722	127	-1	
4	1	2	1	1	0	32	369	722	127	-1	
5	1	2	1	1	1	32	371	94	79	96	46
5	1	2	1	1	2	153	391	193	86	94	Not
5	1	2	1	1	3	376	369	378	127	96	printed.
2	1	3	0	0	0	1403	271	296	23	-1	
3	1	3	1	0	0	1403	271	296	23	-1	
4	1	3	1	1	0	1403	271	296	23	-1	
5	1	3	1	1	1	1403	271	296	23	95	 
2	1	4	0	0	0	1091	283	269	22	-1	
3	1	4	1	0	0	1091	283	269	22	-1	
4	1	4	1	1	0	1091	283	269	22	-1	
5	1	4	1	1	1	1091	283	269	22	95	 
2	1	5	0	0	0	490	294	564	33	-1	
3	1	5	1	0	0	490	294	564	33	-1	
4	1	5	1	1	0	490	294	564	33	-1	
5	1	5	1	1	1	490	294	564	33	95	 
