level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	3866	924	-1	
2	1	1	0	0	0	30	25	504	104	-1	
3	1	1	1	0	0	30	25	504	104	-1	
4	1	1	1	1	0	30	25	504	104	-1	
5	1	1	1	1	1	30	30	33	82	95	I
5	1	1	1	1	2	102	53	147	60	88	am
5	1	1	1	1	3	291	25	243	104	81	[etc.
5	1	1	1	1	4	477	20	58	113	73	]
2	1	2	0	0	0	2534	294	1306	247	-1	
3	1	2	1	0	0	2534	294	1306	233	-1	
4	1	2	1	1	0	2534	294	1299	115	-1	
5	1	2	1	1	1	2534	300	169	83	95	For
5	1	2	1	1	2	2737	295	146	88	96	the
5	1	2	1	1	3	2928	299	462	110	96	Secretary
5	1	2	1	1	4	3427	294	99	89	96	of
5	1	2	1	1	5	3566	299	267	85	96	State:
4	1	2	1	2	0	3216	439	624	102	-1	
5	1	2	1	2	1	3216	440	295	101	40	Roserr
5	1	2	1	2	2	3515	440	96	101	91	E.
5	1	2	1	2	3	3650	439	190	102	0	Orns
2	1	3	0	0	0	26	789	763	111	-1	
3	1	3	1	0	0	26	789	763	111	-1	
4	1	3	1	1	0	26	789	763	111	-1	
5	1	3	1	1	1	26	789	46	73	84	2
5	1	3	1	1	2	110	815	117	84	84	34
5	1	3	1	1	3	268	815	209	85	96	Stat.
5	1	3	1	1	4	527	815	262	85	96	1228.
