level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1914	184	-1	
2	1	1	0	0	0	26	45	1863	127	-1	
3	1	1	1	0	0	26	45	1863	127	-1	
4	1	1	1	1	0	26	45	1863	127	-1	
5	1	1	1	1	1	26	46	94	77	96	32
5	1	1	1	1	2	143	66	261	101	88	Ante,
5	1	1	1	1	3	440	86	86	86	88	p.
5	1	1	1	1	4	570	54	174	89	93	345
5	1	1	1	1	5	791	72	142	83	76	[Pg.
5	1	1	1	1	6	970	66	133	67	96	345
5	1	1	1	1	7	1134	67	56	62	96	is
5	1	1	1	1	8	1208	69	166	77	96	part
5	1	1	1	1	9	1398	53	88	87	96	of
5	1	1	1	1	10	1492	22	169	154	92	Doc.
5	1	1	1	1	11	1698	45	191	84	72	271].
2	1	2	0	0	0	1493	115	343	15	-1	
3	1	2	1	0	0	1493	115	343	15	-1	
4	1	2	1	1	0	1493	115	343	15	-1	
5	1	2	1	1	1	1493	115	343	15	95	 
