level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	3866	538	-1	
2	1	1	0	0	0	27	25	2918	114	-1	
3	1	1	1	0	0	27	25	2918	114	-1	
4	1	1	1	1	0	27	25	2918	114	-1	
5	1	1	1	1	1	27	25	185	88	96	that
5	1	1	1	1	2	247	29	67	84	96	it
5	1	1	1	1	3	346	25	311	89	96	would
5	1	1	1	1	4	688	25	115	88	96	be
5	1	1	1	1	5	842	25	519	114	96	acceptable
5	1	1	1	1	6	1397	42	93	71	96	to
5	1	1	1	1	7	1527	25	146	88	96	the
5	1	1	1	1	8	1715	25	547	88	96	Colombian
5	1	1	1	1	9	2301	29	644	85	96	Government.
2	1	2	0	0	0	26	376	721	137	-1	
3	1	2	1	0	0	26	376	721	137	-1	
4	1	2	1	1	0	26	376	721	137	-1	
5	1	2	1	1	1	26	376	93	74	94	83
5	1	2	1	1	2	154	404	184	83	94	Not
5	1	2	1	1	3	372	399	375	114	96	printed.
