level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	3366	548	-1	
2	1	1	0	0	0	25	25	3315	233	-1	
3	1	1	1	0	0	25	25	3315	233	-1	
4	1	1	1	1	0	25	25	3315	114	-1	
5	1	1	1	1	1	25	25	146	88	96	the
5	1	1	1	1	2	225	29	298	85	95	native
5	1	1	1	1	3	574	25	286	88	96	banks
5	1	1	1	1	4	911	25	232	89	96	have
5	1	1	1	1	5	1194	25	455	114	96	reopened
5	1	1	1	1	6	1696	25	160	88	96	but
5	1	1	1	1	7	1902	25	418	88	96	business
5	1	1	1	1	8	2374	29	388	84	96	remains
5	1	1	1	1	9	2814	25	526	114	96	practically
4	1	1	1	2	0	28	169	736	89	-1	
5	1	1	1	2	1	28	186	86	71	96	at
5	1	1	1	2	2	150	197	50	60	96	a
5	1	1	1	2	3	237	169	527	89	96	standstill.”
2	1	2	0	0	0	3082	438	251	102	-1	
3	1	2	1	0	0	3082	438	259	102	-1	
4	1	2	1	1	0	3082	438	251	102	-1	
5	1	2	1	1	1	3082	438	251	102	0	Mhaver
