level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	3866	852	-1	
2	1	1	0	0	0	2593	68	1235	185	-1	
3	1	1	1	0	0	2593	68	1260	185	-1	
4	1	1	1	1	0	2593	68	1235	185	-1	
5	1	1	1	1	1	2593	68	431	123	25	Wasuincron
5	1	1	1	1	2	3066	173	21	31	91	,
5	1	1	1	1	3	3127	109	234	96	96	June
5	1	1	1	1	4	3397	124	140	115	92	12,
5	1	1	1	1	5	3584	137	244	116	81	1924,
2	1	2	0	0	0	29	243	1757	235	-1	
3	1	2	1	0	0	29	243	1757	235	-1	
4	1	2	1	1	0	36	243	843	97	-1	
5	1	2	1	1	1	36	243	76	65	95	67
5	1	2	1	1	2	411	295	13	13	0	.
5	1	2	1	1	3	866	326	13	14	0	°
4	1	2	1	2	0	29	279	1757	199	-1	
5	1	2	1	2	1	29	309	94	13	10	~~
5	1	2	1	2	2	150	279	395	128	10	foreign
5	1	2	1	2	3	579	304	472	124	96	Relations
5	1	2	1	2	4	1155	348	382	130	78	1911,
5	1	2	1	2	5	1427	344	138	138	82	p.
5	1	2	1	2	6	1581	377	205	97	94	266.
2	1	3	0	0	0	7	404	2116	345	-1	
3	1	3	1	0	0	7	404	2116	345	-1	
4	1	3	1	1	0	18	404	2105	266	-1	
5	1	3	1	1	1	18	404	512	221	16	~-Eoreign
5	1	3	1	1	2	529	404	535	221	83	Relations
5	1	3	1	1	3	1100	404	277	221	57	1907
5	1	3	1	1	4	1333	517	504	169	5	Z,.Rt.2,.p.
5	1	3	1	1	5	1836	572	287	87	80	1181.
4	1	3	1	2	0	7	560	1095	189	-1	
5	1	3	1	2	1	7	560	94	80	60	88
5	1	3	1	2	2	128	594	223	100	52	Ibid.
5	1	3	1	2	3	395	683	21	31	72	.
5	1	3	1	2	4	465	620	387	129	88	1909,
5	1	3	1	2	5	736	606	138	150	74	p.
5	1	3	1	2	6	894	650	208	96	89	442.
