level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2602	780	-1	
2	1	1	0	0	0	24	45	706	109	-1	
3	1	1	1	0	0	24	45	706	109	-1	
4	1	1	1	1	0	24	45	706	109	-1	
5	1	1	1	1	1	24	45	706	109	86	500.A15/242b
2	1	2	0	0	0	31	338	559	96	-1	
3	1	2	1	0	0	31	338	559	96	-1	
4	1	2	1	1	0	31	338	559	96	-1	
5	1	2	1	1	1	31	355	415	79	94	[Document
5	1	2	1	1	2	475	338	115	78	95	73]
2	1	3	0	0	0	36	534	2549	232	-1	
3	1	3	1	0	0	36	534	2549	232	-1	
4	1	3	1	1	0	36	534	2549	232	-1	
5	1	3	1	1	1	36	647	821	119	96	Memorandum
5	1	3	1	1	2	903	638	129	127	96	by
5	1	3	1	1	3	1069	632	174	101	96	the
5	1	3	1	1	4	1282	623	689	127	96	Department
5	1	3	1	1	5	2006	598	115	131	96	of
5	1	3	1	1	6	2159	534	426	163	0	State?
