level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	750	680	-1	
2	1	1	0	0	0	25	20	697	376	-1	
3	1	1	1	0	0	25	20	698	360	-1	
4	1	1	1	1	0	25	20	696	106	-1	
5	1	1	1	1	1	25	20	296	104	29	Cares
5	1	1	1	1	2	300	22	130	103	87	E.
5	1	1	1	1	3	447	22	274	104	13	Hycues
4	1	1	1	2	0	252	292	470	104	-1	
5	1	1	1	2	1	252	296	99	83	78	R.
5	1	1	1	2	2	373	296	55	84	96	J
5	1	1	1	2	3	432	370	9	9	82	.
5	1	1	1	2	4	457	292	265	104	78	Araro
2	1	2	0	0	0	185	559	523	105	-1	
3	1	2	1	0	0	185	559	538	105	-1	
4	1	2	1	1	0	185	559	523	105	-1	
5	1	2	1	1	1	185	559	287	104	65	Enrique
5	1	2	1	1	2	495	560	213	104	74	Orava
