level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	3866	808	-1	
2	1	1	0	0	0	27	25	636	114	-1	
3	1	1	1	0	0	27	25	636	114	-1	
4	1	1	1	1	0	27	25	636	114	-1	
5	1	1	1	1	1	27	29	351	110	93	Accept
5	1	1	1	1	2	419	25	244	104	91	[etc.
5	1	1	1	1	3	602	21	62	122	87	]
2	1	2	0	0	0	3142	295	696	105	-1	
3	1	2	1	0	0	3142	295	698	105	-1	
4	1	2	1	1	0	3142	295	696	105	-1	
5	1	2	1	1	1	3142	295	294	105	63	Cartes
5	1	2	1	1	2	3434	296	97	103	90	E.
5	1	2	1	1	3	3564	296	274	104	23	Hucues
