level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	3868	326	-1	
2	1	1	0	0	0	25	34	3817	275	-1	
3	1	1	1	0	0	25	34	3817	275	-1	
4	1	1	1	1	0	25	34	3817	134	-1	
5	1	1	1	1	1	25	36	94	75	95	33
5	1	1	1	1	2	158	59	188	85	95	Not
5	1	1	1	1	3	388	52	381	116	96	printed;
5	1	1	1	1	4	822	80	150	61	96	see
5	1	1	1	1	5	1017	50	435	113	96	telegram
5	1	1	1	1	6	1492	51	178	85	96	No.
5	1	1	1	1	7	1733	48	198	104	96	105,
5	1	1	1	1	8	1979	47	209	111	96	Apr.
5	1	1	1	1	9	2253	45	134	105	96	12,
5	1	1	1	1	10	2449	44	105	86	92	10
5	1	1	1	1	11	2604	69	235	78	92	a.m.,
5	1	1	1	1	12	2887	52	91	76	96	to
5	1	1	1	1	13	3025	38	147	89	96	the
5	1	1	1	1	14	3217	34	625	91	96	Ambassador
4	1	1	1	2	0	31	199	834	110	-1	
5	1	1	1	2	1	31	199	91	87	96	in
5	1	1	1	2	2	157	202	363	101	96	France,
5	1	1	1	2	3	556	225	309	84	96	supra.
