level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	3880	470	-1	
2	1	1	0	0	0	19	88	3842	299	-1	
3	1	1	1	0	0	19	88	3842	299	-1	
4	1	1	1	1	0	3432	88	429	99	-1	
5	1	1	1	1	1	3432	88	429	99	20	MacMurray
4	1	1	1	2	0	19	240	787	147	-1	
5	1	1	1	2	1	19	240	82	67	0	2
5	1	1	1	2	2	127	269	215	97	92	Post,
5	1	1	1	2	3	376	301	74	75	92	p.
5	1	1	1	2	4	492	285	153	79	96	799
5	1	1	1	2	5	680	308	126	79	38	[Pg
2	1	2	0	0	0	839	318	1619	147	-1	
3	1	2	1	0	0	839	318	1619	147	-1	
4	1	2	1	1	0	839	318	1619	147	-1	
5	1	2	1	1	1	839	318	118	60	96	799
5	1	2	1	1	2	981	325	267	66	96	includes
5	1	2	1	1	3	1264	344	277	66	95	portions
5	1	2	1	1	4	1564	350	74	75	96	of
5	1	2	1	1	5	1646	358	150	60	96	Doc.
5	1	2	1	1	6	1828	366	118	58	96	660
5	1	2	1	1	7	1969	371	123	58	96	and
5	1	2	1	1	8	2109	378	149	61	95	Doc.
5	1	2	1	1	9	2290	381	168	84	74	661].
2	1	3	0	0	0	1645	415	301	25	-1	
3	1	3	1	0	0	1645	415	301	25	-1	
4	1	3	1	1	0	1645	415	301	25	-1	
5	1	3	1	1	1	1645	415	301	25	95	 
